Country,Indicator,Measure Names,Year,Measure Values
Denmark,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.677050471
Denmark,Regulatory Quality,Number of Sources,2018,8
Djibouti,Regulatory Quality,Standard Error,2018,0.188645199
Djibouti,Regulatory Quality,Percentile Rank,2018,24.51922989
Djibouti,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.705735445
Djibouti,Regulatory Quality,Number of Sources,2018,7
Dominica,Regulatory Quality,Standard Error,2018,0.254700512
Dominica,Regulatory Quality,Percentile Rank,2018,57.69230652
Dominica,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.082073137
Dominica,Regulatory Quality,Number of Sources,2018,4
Dominican Republic,Regulatory Quality,Standard Error,2018,0.181773528
Dominican Republic,Regulatory Quality,Percentile Rank,2018,50.48077011
Dominican Republic,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.077124372
Dominican Republic,Regulatory Quality,Number of Sources,2018,10
Ecuador,Regulatory Quality,Standard Error,2018,0.200218335
Ecuador,Regulatory Quality,Percentile Rank,2018,16.34615326
Ecuador,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.890196264
Ecuador,Regulatory Quality,Number of Sources,2018,9
"Egypt, Arab Rep.",Regulatory Quality,Standard Error,2018,0.166555613
"Egypt, Arab Rep.",Regulatory Quality,Percentile Rank,2018,17.78846169
"Egypt, Arab Rep.",Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.86700505
"Egypt, Arab Rep.",Regulatory Quality,Number of Sources,2018,11
El Salvador,Regulatory Quality,Standard Error,2018,0.181773528
El Salvador,Regulatory Quality,Percentile Rank,2018,53.84615326
El Salvador,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.038782157
El Salvador,Regulatory Quality,Number of Sources,2018,10
Equatorial Guinea,Regulatory Quality,Standard Error,2018,0.218122765
Equatorial Guinea,Regulatory Quality,Percentile Rank,2018,4.807692528
Equatorial Guinea,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.557605982
Equatorial Guinea,Regulatory Quality,Number of Sources,2018,5
Eritrea,Regulatory Quality,Standard Error,2018,0.186012417
Eritrea,Regulatory Quality,Percentile Rank,2018,1.923076868
Eritrea,Regulatory Quality,Governance (-2.5 to +2.5),2018,-2.231221914
Eritrea,Regulatory Quality,Number of Sources,2018,8
Estonia,Regulatory Quality,Standard Error,2018,0.198215723
Estonia,Regulatory Quality,Percentile Rank,2018,91.82691956
Estonia,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.562708139
Estonia,Regulatory Quality,Number of Sources,2018,9
Ethiopia,Regulatory Quality,Standard Error,2018,0.166555613
Ethiopia,Regulatory Quality,Percentile Rank,2018,13.94230747
Ethiopia,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.973645091
Ethiopia,Regulatory Quality,Number of Sources,2018,11
Fiji,Regulatory Quality,Standard Error,2018,0.290706992
Fiji,Regulatory Quality,Percentile Rank,2018,44.71154022
Fiji,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.219537601
Fiji,Regulatory Quality,Number of Sources,2018,3
Finland,Regulatory Quality,Standard Error,2018,0.222635761
Finland,Regulatory Quality,Percentile Rank,2018,97.11538696
Finland,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.786544919
Finland,Regulatory Quality,Number of Sources,2018,8
France,Regulatory Quality,Standard Error,2018,0.222635761
France,Regulatory Quality,Percentile Rank,2018,83.65384674
France,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.173062444
France,Regulatory Quality,Number of Sources,2018,8
French Guiana,Regulatory Quality,Standard Error,2018,0.364136666
French Guiana,Regulatory Quality,Percentile Rank,2018,87.5
French Guiana,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.304063916
French Guiana,Regulatory Quality,Number of Sources,2018,2
Gabon,Regulatory Quality,Standard Error,2018,0.17800881
Gabon,Regulatory Quality,Percentile Rank,2018,16.82692337
Gabon,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.884058654
Gabon,Regulatory Quality,Number of Sources,2018,9
"Gambia, The",Regulatory Quality,Standard Error,2018,0.177709639
"Gambia, The",Regulatory Quality,Percentile Rank,2018,28.36538506
"Gambia, The",Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.631774843
"Gambia, The",Regulatory Quality,Number of Sources,2018,9
Georgia,Regulatory Quality,Standard Error,2018,0.190320745
Georgia,Regulatory Quality,Percentile Rank,2018,83.17308044
Georgia,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.122732282
Georgia,Regulatory Quality,Number of Sources,2018,9
Germany,Regulatory Quality,Standard Error,2018,0.222635761
Germany,Regulatory Quality,Percentile Rank,2018,94.71154022
Germany,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.749247909
Germany,Regulatory Quality,Number of Sources,2018,8
Ghana,Regulatory Quality,Standard Error,2018,0.166555613
Ghana,Regulatory Quality,Percentile Rank,2018,50
Ghana,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.080003947
Ghana,Regulatory Quality,Number of Sources,2018,11
Greece,Regulatory Quality,Standard Error,2018,0.222635761
Greece,Regulatory Quality,Percentile Rank,2018,64.42308044
Greece,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.295000643
Greece,Regulatory Quality,Number of Sources,2018,8
Greenland,Regulatory Quality,Standard Error,2018,0.481806278
Greenland,Regulatory Quality,Percentile Rank,2018,89.90384674
Greenland,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.376539946
Greenland,Regulatory Quality,Number of Sources,2018,1
Grenada,Regulatory Quality,Standard Error,2018,0.260279268
Grenada,Regulatory Quality,Percentile Rank,2018,40.38461685
Grenada,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.293087125
Grenada,Regulatory Quality,Number of Sources,2018,4
Guam,Regulatory Quality,Standard Error,2018,0.49402681
Guam,Regulatory Quality,Percentile Rank,2018,58.17307663
Guam,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.082563028
Guam,Regulatory Quality,Number of Sources,2018,1
Guatemala,Regulatory Quality,Standard Error,2018,0.181773528
Guatemala,Regulatory Quality,Percentile Rank,2018,45.67307663
Guatemala,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.195570946
Guatemala,Regulatory Quality,Number of Sources,2018,10
Guinea,Regulatory Quality,Standard Error,2018,0.175503507
Guinea,Regulatory Quality,Percentile Rank,2018,21.63461494
Guinea,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.778000176
Guinea,Regulatory Quality,Number of Sources,2018,10
Guinea-Bissau,Regulatory Quality,Standard Error,2018,0.191344053
Guinea-Bissau,Regulatory Quality,Percentile Rank,2018,9.615385056
Guinea-Bissau,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.198666215
Guinea-Bissau,Regulatory Quality,Number of Sources,2018,7
Guyana,Regulatory Quality,Standard Error,2018,0.207260698
Guyana,Regulatory Quality,Percentile Rank,2018,32.21154022
Guyana,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.53205961
Guyana,Regulatory Quality,Number of Sources,2018,7
Haiti,Regulatory Quality,Standard Error,2018,0.193590552
Haiti,Regulatory Quality,Percentile Rank,2018,8.653845787
Haiti,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.224257827
Haiti,Regulatory Quality,Number of Sources,2018,9
Honduras,Regulatory Quality,Standard Error,2018,0.181773528
Honduras,Regulatory Quality,Percentile Rank,2018,34.61538315
Honduras,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.468813717
Honduras,Regulatory Quality,Number of Sources,2018,10
"Hong Kong SAR, China",Regulatory Quality,Standard Error,2018,0.222635761
"Hong Kong SAR, China",Regulatory Quality,Percentile Rank,2018,100
"Hong Kong SAR, China",Regulatory Quality,Governance (-2.5 to +2.5),2018,2.206003904
"Hong Kong SAR, China",Regulatory Quality,Number of Sources,2018,8
Hungary,Regulatory Quality,Standard Error,2018,0.198215723
Hungary,Regulatory Quality,Percentile Rank,2018,73.07691956
Hungary,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.602268577
Hungary,Regulatory Quality,Number of Sources,2018,9
Iceland,Regulatory Quality,Standard Error,2018,0.245493606
Iceland,Regulatory Quality,Percentile Rank,2018,90.38461304
Iceland,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.417763948
Iceland,Regulatory Quality,Number of Sources,2018,7
India,Regulatory Quality,Standard Error,2018,0.175320134
India,Regulatory Quality,Percentile Rank,2018,46.63461685
India,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.183654398
India,Regulatory Quality,Number of Sources,2018,11
Indonesia,Regulatory Quality,Standard Error,2018,0.175320134
Indonesia,Regulatory Quality,Percentile Rank,2018,50.96154022
Indonesia,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.07127253
Indonesia,Regulatory Quality,Number of Sources,2018,11
"Iran, Islamic Rep.",Regulatory Quality,Standard Error,2018,0.200218335
"Iran, Islamic Rep.",Regulatory Quality,Percentile Rank,2018,7.692307472
"Iran, Islamic Rep.",Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.296409011
"Iran, Islamic Rep.",Regulatory Quality,Number of Sources,2018,9
Iraq,Regulatory Quality,Standard Error,2018,0.206904933
Iraq,Regulatory Quality,Percentile Rank,2018,9.134614944
Iraq,Regulatory Quality,Governance (-2.5 to +2.5),2018,-1.218957543
Iraq,Regulatory Quality,Number of Sources,2018,7
Ireland,Regulatory Quality,Standard Error,2018,0.245493606
Ireland,Regulatory Quality,Percentile Rank,2018,92.78845978
Ireland,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.595355868
Ireland,Regulatory Quality,Number of Sources,2018,7
Israel,Regulatory Quality,Standard Error,2018,0.245493606
Israel,Regulatory Quality,Percentile Rank,2018,86.53845978
Israel,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.247307897
Israel,Regulatory Quality,Number of Sources,2018,7
Italy,Regulatory Quality,Standard Error,2018,0.222635761
Italy,Regulatory Quality,Percentile Rank,2018,73.55769348
Italy,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.671495259
Italy,Regulatory Quality,Number of Sources,2018,8
Jamaica,Regulatory Quality,Standard Error,2018,0.18730925
Jamaica,Regulatory Quality,Percentile Rank,2018,62.98077011
Jamaica,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.278444856
Jamaica,Regulatory Quality,Number of Sources,2018,9
Japan,Regulatory Quality,Standard Error,2018,0.222635761
Japan,Regulatory Quality,Percentile Rank,2018,87.9807663
Japan,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.329213023
Japan,Regulatory Quality,Number of Sources,2018,8
"Jersey, Channel Islands",Regulatory Quality,Standard Error,2018,0.481806278
"Jersey, Channel Islands",Regulatory Quality,Percentile Rank,2018,75.4807663
"Jersey, Channel Islands",Regulatory Quality,Governance (-2.5 to +2.5),2018,0.71806407
"Jersey, Channel Islands",Regulatory Quality,Number of Sources,2018,1
Jordan,Regulatory Quality,Standard Error,2018,0.175320134
Jordan,Regulatory Quality,Percentile Rank,2018,58.65384674
Jordan,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.083420523
Jordan,Regulatory Quality,Number of Sources,2018,11
Kazakhstan,Regulatory Quality,Standard Error,2018,0.180271
Kazakhstan,Regulatory Quality,Percentile Rank,2018,60.09615326
Kazakhstan,Regulatory Quality,Governance (-2.5 to +2.5),2018,0.140644327
Kazakhstan,Regulatory Quality,Number of Sources,2018,10
Kenya,Regulatory Quality,Standard Error,2018,0.166555613
Kenya,Regulatory Quality,Percentile Rank,2018,43.75
Kenya,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.226605847
Kenya,Regulatory Quality,Number of Sources,2018,11
Kiribati,Regulatory Quality,Standard Error,2018,0.290696144
Kiribati,Regulatory Quality,Percentile Rank,2018,22.11538506
Kiribati,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.770361185
Kiribati,Regulatory Quality,Number of Sources,2018,4
"Korea, Dem. Rep.",Regulatory Quality,Standard Error,2018,0.225560978
"Korea, Dem. Rep.",Regulatory Quality,Percentile Rank,2018,0
"Korea, Dem. Rep.",Regulatory Quality,Governance (-2.5 to +2.5),2018,-2.344563484
"Korea, Dem. Rep.",Regulatory Quality,Number of Sources,2018,6
"Korea, Rep.",Regulatory Quality,Standard Error,2018,0.198215723
"Korea, Rep.",Regulatory Quality,Percentile Rank,2018,82.21154022
"Korea, Rep.",Regulatory Quality,Governance (-2.5 to +2.5),2018,1.094948649
"Korea, Rep.",Regulatory Quality,Number of Sources,2018,9
Kosovo,Regulatory Quality,Standard Error,2018,0.220569894
Kosovo,Regulatory Quality,Percentile Rank,2018,41.34615326
Kosovo,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.276738673
Kosovo,Regulatory Quality,Number of Sources,2018,5
Kuwait,Regulatory Quality,Standard Error,2018,0.225871205
Kuwait,Regulatory Quality,Percentile Rank,2018,54.32692337
Kuwait,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.035631578
Kuwait,Regulatory Quality,Number of Sources,2018,7
Kyrgyz Republic,Regulatory Quality,Standard Error,2018,0.193140388
Kyrgyz Republic,Regulatory Quality,Percentile Rank,2018,37.98077011
Kyrgyz Republic,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.349937826
Kyrgyz Republic,Regulatory Quality,Number of Sources,2018,9
Lao PDR,Regulatory Quality,Standard Error,2018,0.204012066
Lao PDR,Regulatory Quality,Percentile Rank,2018,20.67307663
Lao PDR,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.79182893
Lao PDR,Regulatory Quality,Number of Sources,2018,9
Latvia,Regulatory Quality,Standard Error,2018,0.213833109
Latvia,Regulatory Quality,Percentile Rank,2018,85.57691956
Latvia,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.189894319
Latvia,Regulatory Quality,Number of Sources,2018,8
Lebanon,Regulatory Quality,Standard Error,2018,0.200218335
Lebanon,Regulatory Quality,Percentile Rank,2018,38.46154022
Lebanon,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.341682911
Lebanon,Regulatory Quality,Number of Sources,2018,9
Lesotho,Regulatory Quality,Standard Error,2018,0.191582456
Lesotho,Regulatory Quality,Percentile Rank,2018,33.17307663
Lesotho,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.49650234
Lesotho,Regulatory Quality,Number of Sources,2018,7
Liberia,Regulatory Quality,Standard Error,2018,0.16843769
Liberia,Regulatory Quality,Percentile Rank,2018,14.42307663
Liberia,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.971289158
Liberia,Regulatory Quality,Number of Sources,2018,10
Libya,Regulatory Quality,Standard Error,2018,0.202126548
Libya,Regulatory Quality,Percentile Rank,2018,1.442307711
Libya,Regulatory Quality,Governance (-2.5 to +2.5),2018,-2.278995752
Libya,Regulatory Quality,Number of Sources,2018,7
Liechtenstein,Regulatory Quality,Standard Error,2018,0.316895455
Liechtenstein,Regulatory Quality,Percentile Rank,2018,90.86538696
Liechtenstein,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.532827616
Liechtenstein,Regulatory Quality,Number of Sources,2018,3
Lithuania,Regulatory Quality,Standard Error,2018,0.213833109
Lithuania,Regulatory Quality,Percentile Rank,2018,82.69230652
Lithuania,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.113281131
Lithuania,Regulatory Quality,Number of Sources,2018,8
Luxembourg,Regulatory Quality,Standard Error,2018,0.245493606
Luxembourg,Regulatory Quality,Percentile Rank,2018,95.19230652
Luxembourg,Regulatory Quality,Governance (-2.5 to +2.5),2018,1.757205725
Luxembourg,Regulatory Quality,Number of Sources,2018,7
"Macao SAR, China",Regulatory Quality,Standard Error,2018,0.316895455
"Macao SAR, China",Regulatory Quality,Percentile Rank,2018,93.2692337
"Macao SAR, China",Regulatory Quality,Governance (-2.5 to +2.5),2018,1.609497905
"Macao SAR, China",Regulatory Quality,Number of Sources,2018,3
"Macedonia, FYR",Regulatory Quality,Standard Error,2018,0.225771651
"Macedonia, FYR",Regulatory Quality,Percentile Rank,2018,71.63461304
"Macedonia, FYR",Regulatory Quality,Governance (-2.5 to +2.5),2018,0.524967909
"Macedonia, FYR",Regulatory Quality,Number of Sources,2018,6
Madagascar,Regulatory Quality,Standard Error,2018,0.168692395
Madagascar,Regulatory Quality,Percentile Rank,2018,23.55769157
Madagascar,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.733451664
Madagascar,Regulatory Quality,Number of Sources,2018,10
Malawi,Regulatory Quality,Standard Error,2018,0.16843769
Malawi,Regulatory Quality,Percentile Rank,2018,25.48077011
Malawi,Regulatory Quality,Governance (-2.5 to +2.5),2018,-0.670833051
